Case ID,Activity,Activity ID,Event Type,Timestamp,Resource,Cost,Duration (min)
49,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:10:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.499050038704307
49,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:10:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
18,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:10:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.324051739292974
18,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:10:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
22,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:10:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.808352672608404
22,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:10:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
39,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:10:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.840032460627784
39,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:10:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
41,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:00 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.754876022047921
41,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:00 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
33,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.270245040237664
33,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
23,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:10 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.022063145757782
23,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:10 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
46,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:10 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.691402303417238
46,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:10 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
28,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.865864564948004
28,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
47,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.299306791485446
47,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
5,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.692458030998529
5,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
45,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.348038967890922
45,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
7,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.504267119641002
7,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
2,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.32626498929202
2,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
21,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.44189156769163
21,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
24,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:11:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.0919881826938
24,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:11:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
9,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:07 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.662171020474998
9,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:07 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
40,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:11 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.606331717041678
40,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:11 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
31,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:12:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.682655667572662
31,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:12:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
15,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.170446732117973
15,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
50,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.277128547911554
50,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
8,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:42 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.601708303486967
8,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:42 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
36,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:12:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.822981675521518
36,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:12:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
14,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:08 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.276129029355449
14,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:08 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
42,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.75095671571968
42,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
44,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.767508416952182
44,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
1,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.778776379785956
1,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
17,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.802437422162548
17,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
29,Validate and Record Ticket,Task_2,complete,Mon Jan 01 2024 08:13:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.122258193972979
29,Categorize and Prioritize,Task_3,start,Mon Jan 01 2024 08:13:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
43,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:14:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.84394076899882
43,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:14:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
25,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:14:26 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.604133289020313
25,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:14:26 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
31,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:14:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.9932125580076454
31,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:14:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:15:01 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.575701928112867
11,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:15:01 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:15:02 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.123741094029951
3,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:15:02 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
6,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:15:16 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.227830900903116
6,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:15:16 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
19,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:15:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.159501526467636
19,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:15:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
10,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:15:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.83923216859424
10,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:15:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
33,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:09 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.04977331315596
33,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:09 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
43,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:16:09 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.7447183231859438
43,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:16:09 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
25,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:16:13 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.7825868432136793
25,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:16:13 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
39,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.320893892433532
39,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:16:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.3496226340187851
3,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:16:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
49,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.523861978343383
49,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:16:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.426749863275617
11,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:16:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
35,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.194835941963394
35,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
26,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.055658958623175
26,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
34,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:16:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.232526626482228
34,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:16:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
6,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:02 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.7748638730638966
6,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:17:02 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
21,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.338325028327508
21,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
10,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:10 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.3598806826557717
32,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.992424997423201
32,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
37,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:15 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.161133526552684
37,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:15 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
39,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.0035984311719952
39,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:17:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
19,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.829252648095318
19,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:17:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
48,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.803698448671483
48,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
40,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.3011167473084875
40,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
33,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4027137838576684
33,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:17:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
49,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:17:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.1952322013250096
49,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:17:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
13,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.810645797627457
13,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
27,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.451774824727005
27,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
22,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.803924911334475
22,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
41,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.848481764720739
41,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
36,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.005305679517909
36,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
20,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:17:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.311105436087264
20,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:17:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
15,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:07 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.614869241666498
15,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:07 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
23,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:14 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.065858708684453
23,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:14 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
28,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.2270425898789545
28,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
35,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:26 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.9446159633016684
35,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:26 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
50,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.9358843572821
50,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
26,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8391362510958584
26,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
48,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.249912829865919
48,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
9,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:40 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.558890405042589
9,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:40 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
21,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5960227521124113
21,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
32,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:48 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5977035217279332
32,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:48 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
47,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:50 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.435406044512941
47,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:50 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
34,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:18:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.9023306666583133
34,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:18:51 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
8,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:18:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,6.2307657327658355
8,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:18:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
40,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:00 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5075375133219604
45,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.430945199625761
45,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
16,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.885641237850086
16,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
22,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.3465191537969614
22,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
37,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:08 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.876506735070734
37,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:08 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
15,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:11 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.078608591676051
15,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:11 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
36,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:16 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4077657008482274
36,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:16 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
27,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5953130005675267
27,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
4,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.742104300343122
4,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
41,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.6246273036130805
41,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
20,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5999407110129797
44,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,5.885863556862986
44,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
13,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:32 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.849807247803449
13,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:32 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
28,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.1728949309319385
18,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.74104635488867
18,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
5,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.245865409699505
5,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
9,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.0457271096121148
